"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2014","Euro area (19 countries)","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","1,399.924","e"
"2014","Belgium","All sectors","Million euro","9,551.244",""
"2014","Belgium","All sectors","Euro per inhabitant","854.3",""
"2014","Belgium","All sectors","Million units of national currency","9,551.244",""
"2014","Belgium","All sectors","Million purchasing power standards (PPS)","8,798.125",""
"2014","Belgium","All sectors","Million purchasing power standards (PPS) at 2005 prices","7,880.604",""
"2014","Belgium","Business enterprise sector","Million euro","6,675.968",""
"2014","Belgium","Business enterprise sector","Euro per inhabitant","597.1",""
"2014","Belgium","Business enterprise sector","Million units of national currency","6,675.968",""
"2014","Belgium","Business enterprise sector","Million purchasing power standards (PPS)","6,149.565",""
"2014","Belgium","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","5,508.252",""
"2014","Belgium","Government sector","Million euro","859.257",""
"2014","Belgium","Government sector","Euro per inhabitant","76.9",""
"2014","Belgium","Government sector","Million units of national currency","859.257",""
"2014","Belgium","Government sector","Million purchasing power standards (PPS)","791.504",""
"2014","Belgium","Government sector","Million purchasing power standards (PPS) at 2005 prices","708.962",""
"2014","Belgium","Higher education sector","Million euro","1,972.315",""
"2014","Belgium","Higher education sector","Euro per inhabitant","176.4",""
"2014","Belgium","Higher education sector","Million units of national currency","1,972.315",""
"2014","Belgium","Higher education sector","Million purchasing power standards (PPS)","1,816.797",""
"2014","Belgium","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1,627.331",""
"2014","Belgium","Private non-profit sector","Million euro","43.704",""
"2014","Belgium","Private non-profit sector","Euro per inhabitant","3.9",""
"2014","Belgium","Private non-profit sector","Million units of national currency","43.704",""
"2014","Belgium","Private non-profit sector","Million purchasing power standards (PPS)","40.258",""
"2014","Belgium","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","36.06",""
"2014","Bulgaria","All sectors","Million euro","339.927",""
"2014","Bulgaria","All sectors","Euro per inhabitant","46.9",""
"2014","Bulgaria","All sectors","Million units of national currency","664.829",""
"2014","Bulgaria","All sectors","Million purchasing power standards (PPS)","741.17",""
"2014","Bulgaria","All sectors","Million purchasing power standards (PPS) at 2005 prices","653.973",""
"2014","Bulgaria","Business enterprise sector","Million euro","223.416",""
"2014","Bulgaria","Business enterprise sector","Euro per inhabitant","30.8",""
"2014","Bulgaria","Business enterprise sector","Million units of national currency","436.957",""
"2014","Bulgaria","Business enterprise sector","Million purchasing power standards (PPS)","487.132",""
"2014","Bulgaria","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","429.822",""
"2014","Bulgaria","Government sector","Million euro","84.007",""
"2014","Bulgaria","Government sector","Euro per inhabitant","11.6",""
"2014","Bulgaria","Government sector","Million units of national currency","164.301",""
"2014","Bulgaria","Government sector","Million purchasing power standards (PPS)","183.167",""
"2014","Bulgaria","Government sector","Million purchasing power standards (PPS) at 2005 prices","161.618",""
"2014","Bulgaria","Higher education sector","Million euro","29.933",""
"2014","Bulgaria","Higher education sector","Euro per inhabitant","4.1",""
"2014","Bulgaria","Higher education sector","Million units of national currency","58.543",""
"2014","Bulgaria","Higher education sector","Million purchasing power standards (PPS)","65.265",""
"2014","Bulgaria","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","57.587",""
"2014","Bulgaria","Private non-profit sector","Million euro","2.571",""
"2014","Bulgaria","Private non-profit sector","Euro per inhabitant","0.4",""
"2014","Bulgaria","Private non-profit sector","Million units of national currency","5.028",""
"2014","Bulgaria","Private non-profit sector","Million purchasing power standards (PPS)","5.605",""
"2014","Bulgaria","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","4.946",""
"2014","Czechia","All sectors","Million euro","3,090.662",""
"2014","Czechia","All sectors","Euro per inhabitant","294",""
"2014","Czechia","All sectors","Million units of national currency","85,104.467",""
"2014","Czechia","All sectors","Million purchasing power standards (PPS)","4,938.345",""
"2014","Czechia","All sectors","Million purchasing power standards (PPS) at 2005 prices","4,377.103",""
"2014","Czechia","Business enterprise sector","Million euro","1,729.712",""
"2014","Czechia","Business enterprise sector","Euro per inhabitant","164.5",""
"2014","Czechia","Business enterprise sector","Million units of national currency","47,629.344",""
"2014","Czechia","Business enterprise sector","Million purchasing power standards (PPS)","2,763.781",""
"2014","Czechia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","2,449.678",""
"2014","Czechia","Government sector","Million euro","562.773",""
"2014","Czechia","Government sector","Euro per inhabitant","53.5",""
"2014","Czechia","Government sector","Million units of national currency","15,496.514",""
"2014","Czechia","Government sector","Million purchasing power standards (PPS)","899.214",""
"2014","Czechia","Government sector","Million purchasing power standards (PPS) at 2005 prices","797.019",""
"2014","Czechia","Higher education sector","Million euro","785.435",""
"2014","Czechia","Higher education sector","Euro per inhabitant","74.7",""
"2014","Czechia","Higher education sector","Million units of national currency","21,627.737",""
"2014","Czechia","Higher education sector","Million purchasing power standards (PPS)","1,254.99",""
"2014","Czechia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1,112.36",""
"2014","Czechia","Private non-profit sector","Million euro","12.742",""
"2014","Czechia","Private non-profit sector","Euro per inhabitant","1.2",""
"2014","Czechia","Private non-profit sector","Million units of national currency","350.871",""
"2014","Czechia","Private non-profit sector","Million purchasing power standards (PPS)","20.36",""
"2014","Czechia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","18.046",""
"2014","Denmark","All sectors","Million euro","7,744.272",""
"2014","Denmark","All sectors","Euro per inhabitant","1,376.2",""
"2014","Denmark","All sectors","Million units of national currency","57,732",""
"2014","Denmark","All sectors","Million purchasing power standards (PPS)","5,806.763",""
"2014","Denmark","All sectors","Million purchasing power standards (PPS) at 2005 prices","4,826.017",""
"2014","Denmark","Business enterprise sector","Million euro","4,938.429",""
"2014","Denmark","Business enterprise sector","Euro per inhabitant","877.6",""
"2014","Denmark","Business enterprise sector","Million units of national currency","36,815",""
"2014","Denmark","Business enterprise sector","Million purchasing power standards (PPS)","3,702.903",""
"2014","Denmark","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","3,077.493",""
"2014","Denmark","Government sector","Million euro","177.604",""
"2014","Denmark","Government sector","Euro per inhabitant","31.6",""
"2014","Denmark","Government sector","Million units of national currency","1,324",""
"2014","Denmark","Government sector","Million purchasing power standards (PPS)","133.17",""
"2014","Denmark","Government sector","Million purchasing power standards (PPS) at 2005 prices","110.678",""
"2014","Denmark","Higher education sector","Million euro","2,596.582",""
"2014","Denmark","Higher education sector","Euro per inhabitant","461.4",""
"2014","Denmark","Higher education sector","Million units of national currency","19,357",""
"2014","Denmark","Higher education sector","Million purchasing power standards (PPS)","1,946.953",""
"2014","Denmark","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1,618.118",""
"2014","Denmark","Private non-profit sector","Million euro","31.658",""
"2014","Denmark","Private non-profit sector","Euro per inhabitant","5.6",""
"2014","Denmark","Private non-profit sector","Million units of national currency","236",""
"2014","Denmark","Private non-profit sector","Million purchasing power standards (PPS)","23.737",""
"2014","Denmark","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","19.728",""
"2014","Germany (until 1990 former territory of the FRG)","All sectors","Million euro","84,246.766",""
"2014","Germany (until 1990 former territory of the FRG)","All sectors","Euro per inhabitant","1,043.1",""
"2014","Germany (until 1990 former territory of the FRG)","All sectors","Million units of national currency","84,246.766",""
"2014","Germany (until 1990 former territory of the FRG)","All sectors","Million purchasing power standards (PPS)","80,758.019",""
"2014","Germany (until 1990 former territory of the FRG)","All sectors","Million purchasing power standards (PPS) at 2005 prices","72,868.622",""
"2014","Germany (until 1990 former territory of the FRG)","Business enterprise sector","Million euro","56,996.5",""
"2014","Germany (until 1990 former territory of the FRG)","Business enterprise sector","Euro per inhabitant","705.7",""
"2014","Germany (until 1990 former territory of the FRG)","Business enterprise sector","Million units of national currency","56,996.5",""
"2014","Germany (until 1990 former territory of the FRG)","Business enterprise sector","Million purchasing power standards (PPS)","54,636.216",""
"2014","Germany (until 1990 former territory of the FRG)","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","49,298.705",""
"2014","Germany (until 1990 former territory of the FRG)","Government sector","Million euro","12,319.97","d"
"2014","Germany (until 1990 former territory of the FRG)","Government sector","Euro per inhabitant","152.5","d"
"2014","Germany (until 1990 former territory of the FRG)","Government sector","Million units of national currency","12,319.97","d"
"2014","Germany (until 1990 former territory of the FRG)","Government sector","Million purchasing power standards (PPS)","11,809.787","d"
"2014","Germany (until 1990 former territory of the FRG)","Government sector","Million purchasing power standards (PPS) at 2005 prices","10,656.068","d"
"2014","Germany (until 1990 former territory of the FRG)","Higher education sector","Million euro","14,930.296",""
"2014","Germany (until 1990 former territory of the FRG)","Higher education sector","Euro per inhabitant","184.9",""
"2014","Germany (until 1990 former territory of the FRG)","Higher education sector","Million units of national currency","14,930.296",""
"2014","Germany (until 1990 former territory of the FRG)","Higher education sector","Million purchasing power standards (PPS)","14,312.017",""
"2014","Germany (until 1990 former territory of the FRG)","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","12,913.85",""
"2014","Germany (until 1990 former territory of the FRG)","Private non-profit sector","Million euro",":","d"
"2014","Germany (until 1990 former territory of the FRG)","Private non-profit sector","Euro per inhabitant",":","d"
"2014","Germany (until 1990 former territory of the FRG)","Private non-profit sector","Million units of national currency",":","d"
"2014","Germany (until 1990 former territory of the FRG)","Private non-profit sector","Million purchasing power standards (PPS)",":","d"
"2014","Germany (until 1990 former territory of the FRG)","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":","d"
"2014","Estonia","All sectors","Million euro","286.736",""
"2014","Estonia","All sectors","Euro per inhabitant","217.9",""
"2014","Estonia","All sectors","Million units of national currency","286.736",""
"2014","Estonia","All sectors","Million purchasing power standards (PPS)","401.142",""
"2014","Estonia","All sectors","Million purchasing power standards (PPS) at 2005 prices","309.629",""
"2014","Estonia","Business enterprise sector","Million euro","124.829",""
"2014","Estonia","Business enterprise sector","Euro per inhabitant","94.9",""
"2014","Estonia","Business enterprise sector","Million units of national currency","124.829",""
"2014","Estonia","Business enterprise sector","Million purchasing power standards (PPS)","174.635",""
"2014","Estonia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","134.795",""
"2014","Estonia","Government sector","Million euro","31.482",""
"2014","Estonia","Government sector","Euro per inhabitant","23.9",""
"2014","Estonia","Government sector","Million units of national currency","31.482",""
"2014","Estonia","Government sector","Million purchasing power standards (PPS)","44.043",""
"2014","Estonia","Government sector","Million purchasing power standards (PPS) at 2005 prices","33.995",""
"2014","Estonia","Higher education sector","Million euro","127.001",""
"2014","Estonia","Higher education sector","Euro per inhabitant","96.5",""
"2014","Estonia","Higher education sector","Million units of national currency","127.001",""
"2014","Estonia","Higher education sector","Million purchasing power standards (PPS)","177.674",""
"2014","Estonia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","137.141",""
"2014","Estonia","Private non-profit sector","Million euro","3.424",""
"2014","Estonia","Private non-profit sector","Euro per inhabitant","2.6",""
"2014","Estonia","Private non-profit sector","Million units of national currency","3.424",""
"2014","Estonia","Private non-profit sector","Million purchasing power standards (PPS)","4.791",""
"2014","Estonia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","3.698",""
"2014","Ireland","All sectors","Million euro","2,921.4","e"
"2014","Ireland","All sectors","Euro per inhabitant","629.9","e"
"2014","Ireland","All sectors","Million units of national currency","2,921.4","e"
"2014","Ireland","All sectors","Million purchasing power standards (PPS)","2,629.286","e"
"2014","Ireland","All sectors","Million purchasing power standards (PPS) at 2005 prices","2,423.488","e"
"2014","Ireland","Business enterprise sector","Million euro","2,106.8","e"
"2014","Ireland","Business enterprise sector","Euro per inhabitant","454.3","e"
"2014","Ireland","Business enterprise sector","Million units of national currency","2,106.8","e"
"2014","Ireland","Business enterprise sector","Million purchasing power standards (PPS)","1,896.139","e"
"2014","Ireland","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","1,747.725","e"
"2014","Ireland","Government sector","Million euro","130.3",""
"2014","Ireland","Government sector","Euro per inhabitant","28.1",""
"2014","Ireland","Government sector","Million units of national currency","130.3",""
"2014","Ireland","Government sector","Million purchasing power standards (PPS)","117.271",""
"2014","Ireland","Government sector","Million purchasing power standards (PPS) at 2005 prices","108.092",""
"2014","Ireland","Higher education sector","Million euro","684.3",""
"2014","Ireland","Higher education sector","Euro per inhabitant","147.5",""
"2014","Ireland","Higher education sector","Million units of national currency","684.3",""
"2014","Ireland","Higher education sector","Million purchasing power standards (PPS)","615.876",""
"2014","Ireland","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","567.671",""
"2014","Ireland","Private non-profit sector","Million euro",":",""
"2014","Ireland","Private non-profit sector","Euro per inhabitant",":",""
"2014","Ireland","Private non-profit sector","Million units of national currency",":",""
"2014","Ireland","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2014","Ireland","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2014","Greece","All sectors","Million euro","1,488.74",""
"2014","Greece","All sectors","Euro per inhabitant","136.2",""
"2014","Greece","All sectors","Million units of national currency","1,488.74",""
"2014","Greece","All sectors","Million purchasing power standards (PPS)","1,795.609",""
"2014","Greece","All sectors","Million purchasing power standards (PPS) at 2005 prices","1,607.636",""
"2014","Greece","Business enterprise sector","Million euro","504.37",""
"2014","Greece","Business enterprise sector","Euro per inhabitant","46.2",""
"2014","Greece","Business enterprise sector","Million units of national currency","504.37",""
"2014","Greece","Business enterprise sector","Million purchasing power standards (PPS)","608.334",""
"2014","Greece","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","544.651",""
"2014","Greece","Government sector","Million euro","412.69",""
"2014","Greece","Government sector","Euro per inhabitant","37.8",""
"2014","Greece","Government sector","Million units of national currency","412.69",""
"2014","Greece","Government sector","Million purchasing power standards (PPS)","497.757",""
"2014","Greece","Government sector","Million purchasing power standards (PPS) at 2005 prices","445.649",""
"2014","Greece","Higher education sector","Million euro","553.2",""
"2014","Greece","Higher education sector","Euro per inhabitant","50.6",""
"2014","Greece","Higher education sector","Million units of national currency","553.2",""
"2014","Greece","Higher education sector","Million purchasing power standards (PPS)","667.229",""
"2014","Greece","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","597.38",""
"2014","Greece","Private non-profit sector","Million euro","18.48",""
"2014","Greece","Private non-profit sector","Euro per inhabitant","1.7",""
"2014","Greece","Private non-profit sector","Million units of national currency","18.48",""
"2014","Greece","Private non-profit sector","Million purchasing power standards (PPS)","22.289",""
"2014","Greece","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","19.956",""
"2014","Spain","All sectors","Million euro","12,820.756",""
"2014","Spain","All sectors","Euro per inhabitant","275.6",""
"2014","Spain","All sectors","Million units of national currency","12,820.756",""
"2014","Spain","All sectors","Million purchasing power standards (PPS)","14,267.479",""
"2014","Spain","All sectors","Million purchasing power standards (PPS) at 2005 prices","12,836.284",""
"2014","Spain","Business enterprise sector","Million euro","6,784.311",""
"2014","Spain","Business enterprise sector","Euro per inhabitant","145.9",""
"2014","Spain","Business enterprise sector","Million units of national currency","6,784.311",""
"2014","Spain","Business enterprise sector","Million purchasing power standards (PPS)","7,549.868",""
"2014","Spain","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","6,792.528",""
"2014","Spain","Government sector","Million euro","2,408.695",""
"2014","Spain","Government sector","Euro per inhabitant","51.8",""
"2014","Spain","Government sector","Million units of national currency","2,408.695",""
"2014","Spain","Government sector","Million purchasing power standards (PPS)","2,680.497",""
"2014","Spain","Government sector","Million purchasing power standards (PPS) at 2005 prices","2,411.612",""
"2014","Spain","Higher education sector","Million euro","3,606.171",""
"2014","Spain","Higher education sector","Euro per inhabitant","77.5",""
"2014","Spain","Higher education sector","Million units of national currency","3,606.171",""
"2014","Spain","Higher education sector","Million purchasing power standards (PPS)","4,013.099",""
"2014","Spain","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","3,610.538",""
"2014","Spain","Private non-profit sector","Million euro","21.58",""
"2014","Spain","Private non-profit sector","Euro per inhabitant","0.5",""
"2014","Spain","Private non-profit sector","Million units of national currency","21.58",""
"2014","Spain","Private non-profit sector","Million purchasing power standards (PPS)","24.015",""
"2014","Spain","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","21.606",""
"2014","France","All sectors","Million euro","47,918.737",""
"2014","France","All sectors","Euro per inhabitant","724.2",""
"2014","France","All sectors","Million units of national currency","47,918.737",""
"2014","France","All sectors","Million purchasing power standards (PPS)","43,737.438",""
"2014","France","All sectors","Million purchasing power standards (PPS) at 2005 prices","39,585.005",""
"2014","France","Business enterprise sector","Million euro","31,132.941",""
"2014","France","Business enterprise sector","Euro per inhabitant","470.5",""
"2014","France","Business enterprise sector","Million units of national currency","31,132.941",""
"2014","France","Business enterprise sector","Million purchasing power standards (PPS)","28,416.339",""
"2014","France","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","25,718.492",""
"2014","France","Government sector","Million euro","6,163.09",""
"2014","France","Government sector","Euro per inhabitant","93.1",""
"2014","France","Government sector","Million units of national currency","6,163.09",""
"2014","France","Government sector","Million purchasing power standards (PPS)","5,625.31",""
"2014","France","Government sector","Million purchasing power standards (PPS) at 2005 prices","5,091.243",""
"2014","France","Higher education sector","Million euro","9,883.805",""
"2014","France","Higher education sector","Euro per inhabitant","149.4",""
"2014","France","Higher education sector","Million units of national currency","9,883.805",""
"2014","France","Higher education sector","Million purchasing power standards (PPS)","9,021.363",""
"2014","France","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","8,164.875",""
"2014","France","Private non-profit sector","Million euro","738.901",""
"2014","France","Private non-profit sector","Euro per inhabitant","11.2",""
"2014","France","Private non-profit sector","Million units of national currency","738.901",""
"2014","France","Private non-profit sector","Million purchasing power standards (PPS)","674.426",""
"2014","France","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","610.396",""
"2014","Croatia","All sectors","Million euro","339.857",""
"2014","Croatia","All sectors","Euro per inhabitant","80",""
"2014","Croatia","All sectors","Million units of national currency","2,594.604",""
"2014","Croatia","All sectors","Million purchasing power standards (PPS)","539.733",""
"2014","Croatia","All sectors","Million purchasing power standards (PPS) at 2005 prices","436.306",""
"2014","Croatia","Business enterprise sector","Million euro","163.987",""
"2014","Croatia","Business enterprise sector","Euro per inhabitant","38.6",""
"2014","Croatia","Business enterprise sector","Million units of national currency","1,251.944",""
"2014","Croatia","Business enterprise sector","Million purchasing power standards (PPS)","260.431",""
"2014","Croatia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","210.526",""
"2014","Croatia","Government sector","Million euro","88.566","d"
"2014","Croatia","Government sector","Euro per inhabitant","20.9","d"
"2014","Croatia","Government sector","Million units of national currency","676.146","d"
"2014","Croatia","Government sector","Million purchasing power standards (PPS)","140.653","d"
"2014","Croatia","Government sector","Million purchasing power standards (PPS) at 2005 prices","113.7","d"
"2014","Croatia","Higher education sector","Million euro","87.304",""
"2014","Croatia","Higher education sector","Euro per inhabitant","20.6",""
"2014","Croatia","Higher education sector","Million units of national currency","666.514",""
"2014","Croatia","Higher education sector","Million purchasing power standards (PPS)","138.649",""
"2014","Croatia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","112.08",""
"2014","Croatia","Private non-profit sector","Million euro",":","d"
"2014","Croatia","Private non-profit sector","Euro per inhabitant",":","d"
"2014","Croatia","Private non-profit sector","Million units of national currency",":","d"
"2014","Croatia","Private non-profit sector","Million purchasing power standards (PPS)",":","d"
"2014","Croatia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":","d"
"2014","Italy","All sectors","Million euro","21,781.275","e"
"2014","Italy","All sectors","Euro per inhabitant","358.3","e"
"2014","Italy","All sectors","Million units of national currency","21,781.275","e"
"2014","Italy","All sectors","Million purchasing power standards (PPS)","21,707.47","e"
"2014","Italy","All sectors","Million purchasing power standards (PPS) at 2005 prices","18,782.613","e"
"2014","Italy","Business enterprise sector","Million euro","12,343.773",""
"2014","Italy","Business enterprise sector","Euro per inhabitant","203.1",""
"2014","Italy","Business enterprise sector","Million units of national currency","12,343.773",""
"2014","Italy","Business enterprise sector","Million purchasing power standards (PPS)","12,301.946",""
"2014","Italy","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","10,644.386",""
"2014","Italy","Government sector","Million euro","2,959.783",""
"2014","Italy","Government sector","Euro per inhabitant","48.7",""
"2014","Italy","Government sector","Million units of national currency","2,959.783",""
"2014","Italy","Government sector","Million purchasing power standards (PPS)","2,949.754",""
"2014","Italy","Government sector","Million purchasing power standards (PPS) at 2005 prices","2,552.305",""
"2014","Italy","Higher education sector","Million euro","5,815.921","e"
"2014","Italy","Higher education sector","Euro per inhabitant","95.7","e"
"2014","Italy","Higher education sector","Million units of national currency","5,815.921","e"
"2014","Italy","Higher education sector","Million purchasing power standards (PPS)","5,796.214","e"
"2014","Italy","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","5,015.234","e"
"2014","Italy","Private non-profit sector","Million euro","661.798",""
"2014","Italy","Private non-profit sector","Euro per inhabitant","10.9",""
"2014","Italy","Private non-profit sector","Million units of national currency","661.798",""
"2014","Italy","Private non-profit sector","Million purchasing power standards (PPS)","659.556",""
"2014","Italy","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","570.687",""
"2014","Cyprus","All sectors","Million euro","89.521",""
"2014","Cyprus","All sectors","Euro per inhabitant","104.3",""
"2014","Cyprus","All sectors","Million units of national currency","89.521",""
"2014","Cyprus","All sectors","Million purchasing power standards (PPS)","97.084",""
"2014","Cyprus","All sectors","Million purchasing power standards (PPS) at 2005 prices","90.841",""
"2014","Cyprus","Business enterprise sector","Million euro","20.009",""
"2014","Cyprus","Business enterprise sector","Euro per inhabitant","23.3",""
"2014","Cyprus","Business enterprise sector","Million units of national currency","20.009",""
"2014","Cyprus","Business enterprise sector","Million purchasing power standards (PPS)","21.699",""
"2014","Cyprus","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","20.304",""
"2014","Cyprus","Government sector","Million euro","12.351",""
"2014","Cyprus","Government sector","Euro per inhabitant","14.4",""
"2014","Cyprus","Government sector","Million units of national currency","12.351",""
"2014","Cyprus","Government sector","Million purchasing power standards (PPS)","13.394",""
"2014","Cyprus","Government sector","Million purchasing power standards (PPS) at 2005 prices","12.533",""
"2014","Cyprus","Higher education sector","Million euro","43.634",""
"2014","Cyprus","Higher education sector","Euro per inhabitant","50.9",""
"2014","Cyprus","Higher education sector","Million units of national currency","43.634",""
"2014","Cyprus","Higher education sector","Million purchasing power standards (PPS)","47.32",""
"2014","Cyprus","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","44.277",""
"2014","Cyprus","Private non-profit sector","Million euro","13.527",""
"2014","Cyprus","Private non-profit sector","Euro per inhabitant","15.8",""
"2014","Cyprus","Private non-profit sector","Million units of national currency","13.527",""
"2014","Cyprus","Private non-profit sector","Million purchasing power standards (PPS)","14.67",""
"2014","Cyprus","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","13.726",""
"2014","Latvia","All sectors","Million euro","162.8",""
"2014","Latvia","All sectors","Euro per inhabitant","81.3",""
"2014","Latvia","All sectors","Million units of national currency","162.8",""
"2014","Latvia","All sectors","Million purchasing power standards (PPS)","241.185",""
"2014","Latvia","All sectors","Million purchasing power standards (PPS) at 2005 prices","203.876",""
"2014","Latvia","Business enterprise sector","Million euro","57.8",""
"2014","Latvia","Business enterprise sector","Euro per inhabitant","28.9",""
"2014","Latvia","Business enterprise sector","Million units of national currency","57.8",""
"2014","Latvia","Business enterprise sector","Million purchasing power standards (PPS)","85.63",""
"2014","Latvia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","72.383",""
"2014","Latvia","Government sector","Million euro","39",""
"2014","Latvia","Government sector","Euro per inhabitant","19.5",""
"2014","Latvia","Government sector","Million units of national currency","39",""
"2014","Latvia","Government sector","Million purchasing power standards (PPS)","57.778",""
"2014","Latvia","Government sector","Million purchasing power standards (PPS) at 2005 prices","48.84",""
"2014","Latvia","Higher education sector","Million euro","66",""
"2014","Latvia","Higher education sector","Euro per inhabitant","33",""
"2014","Latvia","Higher education sector","Million units of national currency","66",""
"2014","Latvia","Higher education sector","Million purchasing power standards (PPS)","97.778",""
"2014","Latvia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","82.652",""
"2014","Latvia","Private non-profit sector","Million euro",":",""
"2014","Latvia","Private non-profit sector","Euro per inhabitant",":",""
"2014","Latvia","Private non-profit sector","Million units of national currency",":",""
"2014","Latvia","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2014","Latvia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2014","Lithuania","All sectors","Million euro","376.827",""
"2014","Lithuania","All sectors","Euro per inhabitant","128",""
"2014","Lithuania","All sectors","Million units of national currency","376.827",""
"2014","Lithuania","All sectors","Million purchasing power standards (PPS)","627.521",""
"2014","Lithuania","All sectors","Million purchasing power standards (PPS) at 2005 prices","528.371",""
"2014","Lithuania","Business enterprise sector","Million euro","116.336",""
"2014","Lithuania","Business enterprise sector","Euro per inhabitant","39.5",""
"2014","Lithuania","Business enterprise sector","Million units of national currency","116.336",""
"2014","Lithuania","Business enterprise sector","Million purchasing power standards (PPS)","193.732",""
"2014","Lithuania","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","163.122",""
"2014","Lithuania","Government sector","Million euro","64.044",""
"2014","Lithuania","Government sector","Euro per inhabitant","21.8",""
"2014","Lithuania","Government sector","Million units of national currency","64.044",""
"2014","Lithuania","Government sector","Million purchasing power standards (PPS)","106.652",""
"2014","Lithuania","Government sector","Million purchasing power standards (PPS) at 2005 prices","89.8",""
"2014","Lithuania","Higher education sector","Million euro","196.447",""
"2014","Lithuania","Higher education sector","Euro per inhabitant","66.7",""
"2014","Lithuania","Higher education sector","Million units of national currency","196.447",""
"2014","Lithuania","Higher education sector","Million purchasing power standards (PPS)","327.139",""
"2014","Lithuania","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","275.45",""
"2014","Lithuania","Private non-profit sector","Million euro",":",""
"2014","Lithuania","Private non-profit sector","Euro per inhabitant",":",""
"2014","Lithuania","Private non-profit sector","Million units of national currency",":",""
"2014","Lithuania","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2014","Lithuania","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2014","Luxembourg","All sectors","Million euro","629.8",""
"2014","Luxembourg","All sectors","Euro per inhabitant","1,145.8",""
"2014","Luxembourg","All sectors","Million units of national currency","629.8",""
"2014","Luxembourg","All sectors","Million purchasing power standards (PPS)","525.096",""
"2014","Luxembourg","All sectors","Million purchasing power standards (PPS) at 2005 prices","424.962",""
"2014","Luxembourg","Business enterprise sector","Million euro","338.4",""
"2014","Luxembourg","Business enterprise sector","Euro per inhabitant","615.6",""
"2014","Luxembourg","Business enterprise sector","Million units of national currency","338.4",""
"2014","Luxembourg","Business enterprise sector","Million purchasing power standards (PPS)","282.141",""
"2014","Luxembourg","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","228.338",""
"2014","Luxembourg","Government sector","Million euro","188.035",""
"2014","Luxembourg","Government sector","Euro per inhabitant","342.1",""
"2014","Luxembourg","Government sector","Million units of national currency","188.035",""
"2014","Luxembourg","Government sector","Million purchasing power standards (PPS)","156.774",""
"2014","Luxembourg","Government sector","Million purchasing power standards (PPS) at 2005 prices","126.878",""
"2014","Luxembourg","Higher education sector","Million euro","103.385",""
"2014","Luxembourg","Higher education sector","Euro per inhabitant","188.1",""
"2014","Luxembourg","Higher education sector","Million units of national currency","103.385",""
